150721,阿荣旗,county,内蒙古自治区,内蒙古自治区,150721,150000,150000,150721
150722,莫力达瓦达斡尔族自治旗,county,内蒙古自治区,内蒙古自治区,150722,150000,150000,150722
150723,鄂伦春自治旗,county,内蒙古自治区,内蒙古自治区,150723,150000,150000,150723
150724,鄂温克族自治旗,county,内蒙古自治区,内蒙古自治区,150724,150000,150000,150724
150725,陈巴尔虎旗,county,内蒙古自治区,内蒙古自治区,150725,150000,150000,150725
150726,新巴尔虎左旗,county,内蒙古自治区,内蒙古自治区,150726,150000,150000,150726
150727,新巴尔虎右旗,county,内蒙古自治区,内蒙古自治区,150727,150000,150000,150727
150781,满洲里市,county,内蒙古自治区,内蒙古自治区,150781,150000,150000,150781
150782,牙克石市,county,内蒙古自治区,内蒙古自治区,150782,150000,150000,150782
150783,扎兰屯市,county,内蒙古自治区,内蒙古自治区,150783,150000,150000,150783
150784,额尔古纳市,county,内蒙古自治区,内蒙古自治区,150784,150000,150000,150784
150785,根河市,county,内蒙古自治区,内蒙古自治区,150785,150000,150000,150785
150800,巴彦淖尔市,city,内蒙古自治区,巴彦淖尔市,,150000,150800,
150802,临河区,county,内蒙古自治区,内蒙古自治区,150802,150000,150000,150802
150821,五原县,county,内蒙古自治区,内蒙古自治区,150821,150000,150000,150821
150822,磴口县,county,内蒙古自治区,内蒙古自治区,150822,150000,150000,150822
150823,乌拉特前旗,county,内蒙古自治区,内蒙古自治区,150823,150000,150000,150823
150824,乌拉特中旗,county,内蒙古自治区,内蒙古自治区,150824,150000,150000,150824
150825,乌拉特后旗,county,内蒙古自治区,内蒙古自治区,150825,150000,150000,150825
150826,杭锦后旗,county,内蒙古自治区,内蒙古自治区,150826,150000,150000,150826
150900,乌兰察布市,city,内蒙古自治区,乌兰察布市,,150000,150900,
150902,集宁区,county,内蒙古自治区,内蒙古自治区,150902,150000,150000,150902
150921,卓资县,county,内蒙古自治区,内蒙古自治区,150921,150000,150000,150921
150922,化德县,county,内蒙古自治区,内蒙古自治区,150922,150000,150000,150922
150923,商都县,county,内蒙古自治区,内蒙古自治区,150923,150000,150000,150923
150924,兴和县,county,内蒙古自治区,内蒙古自治区,150924,150000,150000,150924
150925,凉城县,county,内蒙古自治区,内蒙古自治区,150925,150000,150000,150925
150926,察哈尔右翼前旗,county,内蒙古自治区,内蒙古自治区,150926,150000,150000,150926
150927,察哈尔右翼中旗,county,内蒙古自治区,内蒙古自治区,150927,150000,150000,150927
150928,察哈尔右翼后旗,county,内蒙古自治区,内蒙古自治区,150928,150000,150000,150928
150929,四子王旗,county,内蒙古自治区,内蒙古自治区,150929,150000,150000,150929
150981,丰镇市,county,内蒙古自治区,内蒙古自治区,150981,150000,150000,150981
152200,兴安盟,city,内蒙古自治区,兴安盟,,150000,152200,
